,name,city,content,score,date
95,帕拉多克斯,广东珠海,嗯不知道是该高兴还是失望，中国（全亚洲都)在向韩国看齐拍所谓改变国家的狂煽情样板戏，故事写的不错，但总觉得它们不是电影。,还行,2018-06-30
96,Westin,广东广州,韓國商業片的路子，中國特色的結局，怎麽煽情怎麽來，2018之“中囧”。,较差,2018-07-01
97,二月鸟语,北京,影片风格上有着文牧野一贯的克制和冷静，以及他明确的诉求，我不觉得像韩影，本质上是一种属于中国的本土的电影(可能徐峥偏爱韩影和港片)。剧作上，把研发药的原创公司做成反派，把政府形象做正的处理使得反派模糊化了，这种商业化的处理应该和宁浩有关，也应该是目前审查上最大的尺度了。文牧野成了。,推荐,2018-07-02
98,村口烫头王师傅,北京,看《我不是药神》时的我：😀😃😄😁😆😂😢😭🤭😞😢😢😭😭😍（😍给结尾的周一围） 如果这个暑期档爆且只爆一个片子 我希望并相信会是这部 更希望未来能有更多此类型的电影上映 代表我自己宣布此片提前锁定年度最佳了,力荐,2018-07-04
99,胤祥,北京,从剧作摄影到导演技巧都堪称典型的电影学院风格，不过组了个酷似初代复联的队伍也是蛮有趣的。徐峥和王传君大概要横扫各种表演奖了。这个片子能过审已是不易，有些剧作合理性，具体导演手法和意识形态面向上的问题也就不太好去苛求了。想一想觉得还是值得为这部片吹一波的。,推荐,2018-07-05
100,乌鸦火堂,北京,虽不算完美，有些国产片的小毛病，但牛逼在于华语片环境下这个故事和题材，以及所有的演员。敏感的社会话题，法外义侠的设定，对现实的反衬，对制度的思考，群戏太棒。徐峥和宁浩，在《无人区》之后又一次探明了审查的底线，还有这个类型片的价值，对于华语片意义重大,推荐,2018-07-04
101,荔枝白羊悅,江苏南京,完全靠身边人安利，说是上半年欣赏过的最好电影不为过。或许不是每个人都得过“穷病”，但总看过这样的人，剧情不道德绑架，也让很多人去了解原型和幕后，里面那位卖假药的审问室时表现让我惊讶,推荐,2018-07-03
102,无情,关注此人,看的时候记得带好纸巾[捂脸]我觉得不论这部片拍摄手法如何艺术价值多高，这种题材的电影能够过审就是很大的进步了。韩国能够凭借《熔炉》改变国家的法律，一部好的现实题材的电影的意义可能会远远高于作品本身。希望大家都去支持一下优秀国产片的票房🙏,力荐,2018-07-04
103,李小丢,北京,年度最佳预定，旁边座的姑娘哭的都抽抽了，忍不住递过去一张纸巾。怪不得王传君不愿意去掺和爱情公寓电影，有这样的电影演谁要去演抄袭剧？配角个个出彩，真实可感的平凡人已经在这个大银幕上消失太久了。,力荐,2018-07-01
104,本位,上海,被导演直接拿剧情糊在了脸上，观感就像是张院长在台上滔滔不绝地介绍德国格列宁。,较差,2018-06-30
105,帕拉多克斯,广东珠海,嗯不知道是该高兴还是失望，中国（全亚洲都)在向韩国看齐拍所谓改变国家的狂煽情样板戏，故事写的不错，但总觉得它们不是电影。,还行,2018-06-30
106,Westin,广东广州,韓國商業片的路子，中國特色的結局，怎麽煽情怎麽來，2018之“中囧”。,较差,2018-07-01
107,二月鸟语,北京,影片风格上有着文牧野一贯的克制和冷静，以及他明确的诉求，我不觉得像韩影，本质上是一种属于中国的本土的电影(可能徐峥偏爱韩影和港片)。剧作上，把研发药的原创公司做成反派，把政府形象做正的处理使得反派模糊化了，这种商业化的处理应该和宁浩有关，也应该是目前审查上最大的尺度了。文牧野成了。,推荐,2018-07-02
108,村口烫头王师傅,北京,看《我不是药神》时的我：😀😃😄😁😆😂😢😭🤭😞😢😢😭😭😍（😍给结尾的周一围） 如果这个暑期档爆且只爆一个片子 我希望并相信会是这部 更希望未来能有更多此类型的电影上映 代表我自己宣布此片提前锁定年度最佳了,力荐,2018-07-04
109,胤祥,北京,从剧作摄影到导演技巧都堪称典型的电影学院风格，不过组了个酷似初代复联的队伍也是蛮有趣的。徐峥和王传君大概要横扫各种表演奖了。这个片子能过审已是不易，有些剧作合理性，具体导演手法和意识形态面向上的问题也就不太好去苛求了。想一想觉得还是值得为这部片吹一波的。,推荐,2018-07-05
110,冰山李,北京,宁浩就别洗白了，是不是题材好就可以瞎几把拍？,很差,2018-07-04
111,王大根,北京,无法想象下一部这样的电影会是什么题材、能是什么题材，感觉就像是领受了上头扔下来的一根肉骨头一样。王传君真的太好了，周一围最后靠在车上等人的那一幕帅得我愿意为他入狱三年……,推荐,2018-07-10
112,不瓜迪,"Chicago, United States",哭哭 无法想象我活在一个陈赫比王传君火的世界,力荐,2018-07-09
113,黄青蕉,北京,《我不是药神》值得完整五星，叙事，表演，节奏，镜头都是年度最佳，唯一的短板可能就是树了正版药厂这个假敌人，但是国产电影嘛，也要理解，不算主动做恶，只能算被动装傻。徐峥真的厉害，小奸大勇，脸上都能看到一点宋康昊的影子了（不是说肥），王传君周一围都很好，这样的电影票房好，让人充满希望,力荐,2018-07-10
114,大旗虎皮,北京,贴身移动镜头跟拍，强化了写实风格。镜头调度尽量隐藏在人物运动和情节的背后，看上去似乎没什么风格，无非是中近景的对话正反打，加偶尔摇一下，事实上，镜头的跟进、位置、角度和细微运动都很严谨，与影片的现实感非常契合。一个藏着拍的导演。,推荐,2018-07-04
115,神奇海螺, ,这才是我们需要的现实主义！悬浮剧横行的当下，药神简直是一针救命的强心剂，为如何处理现实改编题材，兼顾深度与观赏性，提供了模范样板,力荐,2018-07-04
116,sad,广东深圳,现实题材具有的社会意义为片子加分不少，但戏剧化改编上存在不少瑕疵，剧情走向重升华，人物塑造都太正面化，煽情尤其太过，如果能再克制点更好，类型上其实仍是大陆那一套。看过GQ对原型人物陆勇的特稿后，了解到本案曾被官方当做正面典型来宣传，为影迷所诟病的广电式结尾实其来有自。膜一膜徐峥,较差,2018-07-01
117,彭萦,北京,个人推动改革的一个好故事。归根结底，制药公司不应该做救世主，执法人员不应该做救世主，普通人就更不应该做救世主。救世主是谁？国家啊。得靠健全的医保制度。,null,2018-07-07
118,末春,浙江杭州,希望这片子更快冲向高票房，驱动资本转向优质现实主义题材。,推荐,2018-07-03
119,琦殿,广东深圳,虽然最后一幕让我想起还珠格格二劫法场，还是哭了。,null,2018-06-30
120,冰山李,北京,宁浩就别洗白了，是不是题材好就可以瞎几把拍？,很差,2018-07-04
121,王大根,北京,无法想象下一部这样的电影会是什么题材、能是什么题材，感觉就像是领受了上头扔下来的一根肉骨头一样。王传君真的太好了，周一围最后靠在车上等人的那一幕帅得我愿意为他入狱三年……,推荐,2018-07-10
122,不瓜迪,"Chicago, United States",哭哭 无法想象我活在一个陈赫比王传君火的世界,力荐,2018-07-09
123,黄青蕉,北京,《我不是药神》值得完整五星，叙事，表演，节奏，镜头都是年度最佳，唯一的短板可能就是树了正版药厂这个假敌人，但是国产电影嘛，也要理解，不算主动做恶，只能算被动装傻。徐峥真的厉害，小奸大勇，脸上都能看到一点宋康昊的影子了（不是说肥），王传君周一围都很好，这样的电影票房好，让人充满希望,力荐,2018-07-10
124,大旗虎皮,北京,贴身移动镜头跟拍，强化了写实风格。镜头调度尽量隐藏在人物运动和情节的背后，看上去似乎没什么风格，无非是中近景的对话正反打，加偶尔摇一下，事实上，镜头的跟进、位置、角度和细微运动都很严谨，与影片的现实感非常契合。一个藏着拍的导演。,推荐,2018-07-04
125,神奇海螺, ,这才是我们需要的现实主义！悬浮剧横行的当下，药神简直是一针救命的强心剂，为如何处理现实改编题材，兼顾深度与观赏性，提供了模范样板,力荐,2018-07-04
126,sad,广东深圳,现实题材具有的社会意义为片子加分不少，但戏剧化改编上存在不少瑕疵，剧情走向重升华，人物塑造都太正面化，煽情尤其太过，如果能再克制点更好，类型上其实仍是大陆那一套。看过GQ对原型人物陆勇的特稿后，了解到本案曾被官方当做正面典型来宣传，为影迷所诟病的广电式结尾实其来有自。膜一膜徐峥,较差,2018-07-01
127,彭萦,北京,个人推动改革的一个好故事。归根结底，制药公司不应该做救世主，执法人员不应该做救世主，普通人就更不应该做救世主。救世主是谁？国家啊。得靠健全的医保制度。,null,2018-07-07
128,末春,浙江杭州,希望这片子更快冲向高票房，驱动资本转向优质现实主义题材。,推荐,2018-07-03
129,琦殿,广东深圳,虽然最后一幕让我想起还珠格格二劫法场，还是哭了。,null,2018-06-30
130,妇女艺仔,Timor-Leste,懦弱、贪财、甚至家暴的小人物，最后却咬着牙把善事做到底——其实大部分人都是这样，即非至纯至善，也非穷凶极恶，但是看见了，没办法假装没看见。,推荐,2018-07-04
131,shininglove,北京,这部“社会现实主义商业类型片”既成功撩动了广大民众情绪，又释放了各阶层的生存焦虑，浓得像一团炸药，各处开花，飞火流星，把弱者包围，将强者笼罩。药神和战狼一样，都属于这个时代的超级英雄，不知不觉为沉默的大多数代言。,推荐,2018-07-05
132,邓安庆,北京,真是动人！完全没想到这么好看，哭成狗了。也是罕见地在影院里没看到有人刷手机。希望徐峥能拿影帝。,力荐,2018-06-30
133,顿河,北京,所有的批评、思考、讨论，都应该建立在这已经是一部勇敢、积极、努力过了的电影，而且成色很不错。看看结出什么样的果，至少得想想这是什么样的土壤。导演的成熟之处，不在于在一部电影里呈现了自己的全部能量，而是呈现了自己的选择，并把选择做到了最好，那就对得起自己了。,力荐,2018-07-05
134,Zitsunari,浙江杭州,年代感还算不错，挑点错吧：2002年4月26日（锦旗上日期）之前是不存在QQ群的；2003年百度还没有熊掌logo。,还行,2018-07-05
135,中立的手指,四川成都,怎么过的审？甚至我公安机关的大Boss在片中都是一个略负面的角色。如果此片叫好又叫座，各路资本一拥而上带火了社会现实电影，广电总局会不会再举屠刀啊,推荐,2018-07-05
136,博淙, ,昨晚看完，现在想想还是很激动，我在想，如果我是一名白血病患者，会怎样？我想也会期待那样的一个药神出现。影片结束后，所有观众自发的鼓掌，这是我观影这么多年寥寥几次。所有演员在线，连群演都大妈都让人泪奔。一个开头笑最后哭的片子，预测年度前三！,力荐,2018-07-03
137,文森特九六,山东日照,显而易见的，并不是一部多么出众的电影，却也是一部值得些许尊重的电影。,还行,2018-07-01
138,风间隼,北京,表面说的是药，深层说的是命。药能治病，命却不由自主，这是影片锲入中国现实的关键，也是引发大众共鸣的核心。盛世危言，却让人能看到希望，仅此一点，就足以让人忽略因商业和审查做出的种种妥协。它不完美，但是中国电影应该努力的方向。,力荐,2018-07-05
139,易老邪,新疆喀什,很好的题材和故事原型，可惜处理的太飘了。主线故事不够扎实流畅，人物转变突兀没有说服力，支线乱加戏，过于热衷添设煽情催泪戏码。,还行,2018-07-02
140,妇女艺仔,Timor-Leste,懦弱、贪财、甚至家暴的小人物，最后却咬着牙把善事做到底——其实大部分人都是这样，即非至纯至善，也非穷凶极恶，但是看见了，没办法假装没看见。,推荐,2018-07-04
141,shininglove,北京,这部“社会现实主义商业类型片”既成功撩动了广大民众情绪，又释放了各阶层的生存焦虑，浓得像一团炸药，各处开花，飞火流星，把弱者包围，将强者笼罩。药神和战狼一样，都属于这个时代的超级英雄，不知不觉为沉默的大多数代言。,推荐,2018-07-05
142,邓安庆,北京,真是动人！完全没想到这么好看，哭成狗了。也是罕见地在影院里没看到有人刷手机。希望徐峥能拿影帝。,力荐,2018-06-30
143,顿河,北京,所有的批评、思考、讨论，都应该建立在这已经是一部勇敢、积极、努力过了的电影，而且成色很不错。看看结出什么样的果，至少得想想这是什么样的土壤。导演的成熟之处，不在于在一部电影里呈现了自己的全部能量，而是呈现了自己的选择，并把选择做到了最好，那就对得起自己了。,力荐,2018-07-05
144,Zitsunari,浙江杭州,年代感还算不错，挑点错吧：2002年4月26日（锦旗上日期）之前是不存在QQ群的；2003年百度还没有熊掌logo。,还行,2018-07-05
145,中立的手指,四川成都,怎么过的审？甚至我公安机关的大Boss在片中都是一个略负面的角色。如果此片叫好又叫座，各路资本一拥而上带火了社会现实电影，广电总局会不会再举屠刀啊,推荐,2018-07-05
146,博淙, ,昨晚看完，现在想想还是很激动，我在想，如果我是一名白血病患者，会怎样？我想也会期待那样的一个药神出现。影片结束后，所有观众自发的鼓掌，这是我观影这么多年寥寥几次。所有演员在线，连群演都大妈都让人泪奔。一个开头笑最后哭的片子，预测年度前三！,力荐,2018-07-03
147,文森特九六,山东日照,显而易见的，并不是一部多么出众的电影，却也是一部值得些许尊重的电影。,还行,2018-07-01
148,风间隼,北京,表面说的是药，深层说的是命。药能治病，命却不由自主，这是影片锲入中国现实的关键，也是引发大众共鸣的核心。盛世危言，却让人能看到希望，仅此一点，就足以让人忽略因商业和审查做出的种种妥协。它不完美，但是中国电影应该努力的方向。,力荐,2018-07-05
149,易老邪,新疆喀什,很好的题材和故事原型，可惜处理的太飘了。主线故事不够扎实流畅，人物转变突兀没有说服力，支线乱加戏，过于热衷添设煽情催泪戏码。,还行,2018-07-02
150,草威,北京,好看是料到了，没想到拍得如此朴素、扎实、流畅。文牧野是个实干派导演，他没打算要一部神作，就本本分分讲个好故事。正因如此，它对现实的关怀才显得周到、细心、准确。徐峥奉献了宋康昊级别的演出。,推荐,2018-07-04
151,半弦月,北京,中国电影是道填空题。讨厌辛德勒的名单,很差,2018-07-01
152,成知默,上海,我认识一位姑娘，曾只身赴印度买仿药；也听闻不少病人，因药价太高而放弃治疗，并很快去世。本片短板很明显，甚至粗糙，但感谢让更多人关注到这个群体。虽有个光明的结尾，但不应一味强化药厂和患者之间的矛盾，尤其现实是零关税下药价未降，药进医保却因缺药而买不到药，但愿一切都不只是粉饰太平。,推荐,2018-07-06
153,不良生,江苏南京,从“中年油腻渣男困顿潦倒之际找到契机实现人生灵魂的升华”这个角度，只想给一星；从“中国病患困苦于医疗制度吃药难要么倾家荡产高昂天价购买进口药要么被禁止买仿制药只得等死”这个反映和揭露现实角度，真想给五星。,还行,2018-07-01
154,明安,"Melbourne, Australia",这个电影让我躲入人群中合理流泪。,推荐,2018-07-08
155,大奇特(Grinch),北京,改编自著名的陆勇案，医改前国人对医药问题的漠视，合理求生欲在法律面前的抗争。在还原了事件原型之余，加入了群戏和戏剧张力，落脚于伦理与法律的博弈。尽管弱化了诉讼的过程，但已经构成了对生命的敬畏。黄毛彭浩是宁浩致敬自己《疯狂的赛车》的黄毛耿浩吗？,推荐,2018-06-19
156,朝阳区白百合,北京,全方位通俗且教科书，符合主流国内观众观影水准式的改编，这样的题材和最后的呈现能做到这样，非常值得尊敬，但整体艺术水准不如《嘉年华》！,还行,2018-07-01
157,为人帅表,吉林长春,走的是辛德勒名单的路子，可惜不敢打老虎，只是在老虎的默许下把狐狸揍了一顿，这极大的削弱了电影的力量，别跟韩影比了，比不了。,较差,2018-07-05
158,Mr.Z,湖南长沙,国内大银幕少有的现实题材，但是可能是被剧透了，期待值爆炸，所以有一点点点点遗憾，但是每个老师的表演都超级无敌棒！值得学习！,力荐,2018-07-07
159,Neroat, ,看的点映，是好电影，感觉是中国版的达拉斯买家俱乐部。开篇宁浩徐峥的名字配上印度神曲让我以为是喜剧，后来发现是社会现实题材，在完全没有心理建设的情况下好几次被触动得眼眶发红。演员表现都很不错。后期一直在思考，法律和道德哪里才是平衡点呢？,推荐,2018-07-04
160,草威,北京,好看是料到了，没想到拍得如此朴素、扎实、流畅。文牧野是个实干派导演，他没打算要一部神作，就本本分分讲个好故事。正因如此，它对现实的关怀才显得周到、细心、准确。徐峥奉献了宋康昊级别的演出。,推荐,2018-07-04
161,半弦月,北京,中国电影是道填空题。讨厌辛德勒的名单,很差,2018-07-01
162,成知默,上海,我认识一位姑娘，曾只身赴印度买仿药；也听闻不少病人，因药价太高而放弃治疗，并很快去世。本片短板很明显，甚至粗糙，但感谢让更多人关注到这个群体。虽有个光明的结尾，但不应一味强化药厂和患者之间的矛盾，尤其现实是零关税下药价未降，药进医保却因缺药而买不到药，但愿一切都不只是粉饰太平。,推荐,2018-07-06
163,不良生,江苏南京,从“中年油腻渣男困顿潦倒之际找到契机实现人生灵魂的升华”这个角度，只想给一星；从“中国病患困苦于医疗制度吃药难要么倾家荡产高昂天价购买进口药要么被禁止买仿制药只得等死”这个反映和揭露现实角度，真想给五星。,还行,2018-07-01
164,明安,"Melbourne, Australia",这个电影让我躲入人群中合理流泪。,推荐,2018-07-08
165,大奇特(Grinch),北京,改编自著名的陆勇案，医改前国人对医药问题的漠视，合理求生欲在法律面前的抗争。在还原了事件原型之余，加入了群戏和戏剧张力，落脚于伦理与法律的博弈。尽管弱化了诉讼的过程，但已经构成了对生命的敬畏。黄毛彭浩是宁浩致敬自己《疯狂的赛车》的黄毛耿浩吗？,推荐,2018-06-19
166,朝阳区白百合,北京,全方位通俗且教科书，符合主流国内观众观影水准式的改编，这样的题材和最后的呈现能做到这样，非常值得尊敬，但整体艺术水准不如《嘉年华》！,还行,2018-07-01
167,为人帅表,吉林长春,走的是辛德勒名单的路子，可惜不敢打老虎，只是在老虎的默许下把狐狸揍了一顿，这极大的削弱了电影的力量，别跟韩影比了，比不了。,较差,2018-07-05
168,Mr.Z,湖南长沙,国内大银幕少有的现实题材，但是可能是被剧透了，期待值爆炸，所以有一点点点点遗憾，但是每个老师的表演都超级无敌棒！值得学习！,力荐,2018-07-07
169,Neroat, ,看的点映，是好电影，感觉是中国版的达拉斯买家俱乐部。开篇宁浩徐峥的名字配上印度神曲让我以为是喜剧，后来发现是社会现实题材，在完全没有心理建设的情况下好几次被触动得眼眶发红。演员表现都很不错。后期一直在思考，法律和道德哪里才是平衡点呢？,推荐,2018-07-04
170,方洛洛,北京,能在大屏幕上看到这种题材的中国电影，本身就是一种进步。,推荐,2018-07-04
171,水怪,北京,这样难得有态度、立场、尊严的电影，是需要有观众情绪足够的累积呼应，才能产生完整能量核的。这甚至与票房无关，票房只是结果。韩国的社运片可以屡破纪录，中国观众没有理由比他们差。,力荐,2018-06-30
172,River, ,非常赞同的一句话—“不能因为题材好，就可以无视其他的都给高分吧”,还行,2018-07-04
173,寒枝雀静,上海,C/本质是回避体制分析的个人英雄主义抒情，但又可通过全球化对位来映射分化的国内阶层。与其说是对商业道德的歌颂不如说是一次对市场和调控都完全无法拯救的社会绝境乐观且粗糙的描绘。大资本与律法的刻画都还是太程式化，光靠正面力量的情感支撑显然不够。越到后半程剧作推着走的痕迹就越重。,推荐,2018-07-03
174,猛汉世雄,"P&#39;yŏngyang, North Korea",真是一部让人痛苦的电影，看得人不想说话，只想流泪。,力荐,2018-07-06
175,W小姐（吴桐）,关注此人,国产片的闪光之作，当然现实生活依然很残酷。里面最不舒服的地方就是药贩徐峥洗手不干的时候，白血病人对他的道德绑架。如果不是为了赚钱，帮忙搞到药是情份，不帮是本分，干嘛一个两个都好像欠了他们一样。你要死了，就无所谓也搭进去别人的人生？所以全程无泪点，结尾有小感动。徐峥戏真是好。,推荐,2018-07-07
176,Duckweed, ,抄袭抄袭抄袭啊麻烦清醒一点！,很差,2018-07-05
177,陆支羽,北京,1.笑中带泪，敢拍这题材的确是填补空缺了；文牧野导演不负众望，而徐峥的演技同样经得起考验。2.确实没必要以《达拉斯买家俱乐部》来衡量本片，各有各的活法。,null,2018-06-20
178,sterdam,关注此人,我们终于成功学会了韩国某种现实题材类型片讲故事的方式。这个反映现实的片子好看，却又并没有触及什么现实。它给徐峥、周一围包括牧师所设定的若干道德两难命题，流于表面，并不复杂和纠结，至少没揪起我作为一个观众的心。中国观众需要《药神》这样好看的电影，但这样的电影绝不能止于好看而已。,推荐,2018-07-08
179,紫苏,湖南长沙,非常催泪的电影，很久没有看过这样好好讲故事的国产现实题材电影了。“他们只想活着，有什么错呢”，被徐峥、章宇、王传君、杨新鸣、谭卓和老奶奶感动得一塌糊涂。,力荐,2018-07-04
180,方洛洛,北京,能在大屏幕上看到这种题材的中国电影，本身就是一种进步。,推荐,2018-07-04
181,水怪,北京,这样难得有态度、立场、尊严的电影，是需要有观众情绪足够的累积呼应，才能产生完整能量核的。这甚至与票房无关，票房只是结果。韩国的社运片可以屡破纪录，中国观众没有理由比他们差。,力荐,2018-06-30
182,River, ,非常赞同的一句话—“不能因为题材好，就可以无视其他的都给高分吧”,还行,2018-07-04
183,寒枝雀静,上海,C/本质是回避体制分析的个人英雄主义抒情，但又可通过全球化对位来映射分化的国内阶层。与其说是对商业道德的歌颂不如说是一次对市场和调控都完全无法拯救的社会绝境乐观且粗糙的描绘。大资本与律法的刻画都还是太程式化，光靠正面力量的情感支撑显然不够。越到后半程剧作推着走的痕迹就越重。,推荐,2018-07-03
184,猛汉世雄,"P&#39;yŏngyang, North Korea",真是一部让人痛苦的电影，看得人不想说话，只想流泪。,力荐,2018-07-06
185,W小姐（吴桐）,关注此人,国产片的闪光之作，当然现实生活依然很残酷。里面最不舒服的地方就是药贩徐峥洗手不干的时候，白血病人对他的道德绑架。如果不是为了赚钱，帮忙搞到药是情份，不帮是本分，干嘛一个两个都好像欠了他们一样。你要死了，就无所谓也搭进去别人的人生？所以全程无泪点，结尾有小感动。徐峥戏真是好。,推荐,2018-07-07
186,Duckweed, ,抄袭抄袭抄袭啊麻烦清醒一点！,很差,2018-07-05
187,陆支羽,北京,1.笑中带泪，敢拍这题材的确是填补空缺了；文牧野导演不负众望，而徐峥的演技同样经得起考验。2.确实没必要以《达拉斯买家俱乐部》来衡量本片，各有各的活法。,null,2018-06-20
188,sterdam,关注此人,我们终于成功学会了韩国某种现实题材类型片讲故事的方式。这个反映现实的片子好看，却又并没有触及什么现实。它给徐峥、周一围包括牧师所设定的若干道德两难命题，流于表面，并不复杂和纠结，至少没揪起我作为一个观众的心。中国观众需要《药神》这样好看的电影，但这样的电影绝不能止于好看而已。,推荐,2018-07-08
189,紫苏,湖南长沙,非常催泪的电影，很久没有看过这样好好讲故事的国产现实题材电影了。“他们只想活着，有什么错呢”，被徐峥、章宇、王传君、杨新鸣、谭卓和老奶奶感动得一塌糊涂。,力荐,2018-07-04
190,美神经,重庆,完全没想到这么好看，哭了。,力荐,2018-07-04
191,犹在镜中,江苏南京,改编改变了主人公身份，加了戏剧冲突，以此升华主角使其变得崇高，体现情理和法理的二律背反主题。可毛病不少：脱口罩礼赞加夹道欢送，这是什么待遇？有造神嫌疑；特写多，摇镜粗暴，艺术性差，由此剧情显得非常扎眼，易被认为在绑架观众。但演员出色，感情细腻，加上题材缘故，还是给个中评吧。,还行,2018-07-01
192,mumudancing,上海,好看的电影无非三种：极爽，极美，极有共鸣。人人都怕老病死，人人都怕上下为难的中年，人人都有为谋生计不得不做的事情，人人亦都向往真与善……是这些时刻集中起来让煽情的中年油腻英雄不那么脱离现实。瑕不掩瑜，从长远来看，也许它是一部可以和《熔炉》相提并论的电影。,推荐,2018-07-04
193,fateface,关注此人,有人说冲着敢拍这个社会题材就要好评。我觉得是很纯熟的商业片模式，该哭的地方哭，并没有意外。最后剧情失控了，往假大空的路上越走越远……,推荐,2018-07-09
194,Vamei,上海,把一点恻隐之心，都留给这部电影。,力荐,2018-07-03
195,袁长庚,广东深圳,需要多少滑稽和猥琐才能讲一个高尚的故事，需要多少眼泪和亲情的糖衣才能吐一口反对的唾沫，需要多少条命多少升血才能论证救赎的必要意义？别问我对这个电影的看法，这特么哪是电影能聊的出来的？,推荐,2018-07-09
196,杨大志°,北京,根据现实事件改编，一部非常具有现实意义的电影。如果有机会，谁会不想活下去。演员的演技都挺在线的，哭戏和情绪爆发的戏份很有感染力。这部电影让我知道了一个不曾了解过的群体，也让我看到了一些进步，不仅仅是电影。,推荐,2018-07-04
197,妖灵妖,上海,非寻常视野里的上海,推荐,2018-06-30
198,肖浑,河南信阳,徐峥从小人物到救世主被拔得有点太急太高了，最后煽情让我憋眼泪憋得头疼，有几个场面过于戏剧化，不过都可以理解，依然值得鼓励。,推荐,2018-07-06
199,萨库拉,香港,戏里戏外，每一层文本都很中国。中国式现实主义其实是个童话，中国人世世代代都需要假想的侠，中国人有了钱就有了尊严可以砸人跳脱衣舞，中国电影的逻辑置换绕太多弯外国人大概看不懂，所以这个片子在中国取得巨大成功并没有什么好奇怪的，它迎合的是每个中国人的X点。,还行,2018-07-07
